,id,random ID,ResponseType,TrialNumber,Response,Group,Condition,Run,Hashtag,Most Similar Segment,Segment Index,Similarity Score,Size
3585,1,45846.0,hashtag,32,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3586,2,41895.0,hashtag,32,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3587,3,65116.0,hashtag,32,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3588,4,24296.0,hashtag,32,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3589,5,83368.0,hashtag,32,cancer,8.0,Control,2nn,cancer,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3404826819896698,20
3590,7,61525.0,hashtag,32,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3591,8,68186.0,hashtag,32,nuclearaccident,7.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3592,9,12767.0,hashtag,32,nuclearaccident,1.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3593,10,37106.0,hashtag,32,tsunami,2.0,Control,2nn,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,20
3594,11,83438.0,hashtag,32,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3595,12,48149.0,hashtag,32,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3596,13,15331.0,hashtag,32,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3597,15,20083.0,hashtag,32,earthquake,7.0,Control,2nn,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
3598,17,66267.0,hashtag,32,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3599,0,81725.0,hashtag,33,nucleardisaster,2.0,Control,2nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
3600,1,45846.0,hashtag,33,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3601,2,41895.0,hashtag,33,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3602,3,65116.0,hashtag,33,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3603,4,24296.0,hashtag,33,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3604,5,83368.0,hashtag,33,powerplantcatastrophe,8.0,Control,2nn,powerplantcatastrophe,Resulting energy shortage,5,0.3422609865665436,20
3605,7,61525.0,hashtag,33,disasterrelief,2.0,Control,2nn,disasterrelief,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.29154637455940247,20
3606,8,68186.0,hashtag,33,tsunami,3.0,Control,2nn,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,20
3607,9,12767.0,hashtag,33,nuclearaccident,4.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3608,10,37106.0,hashtag,33,japantsunami,5.0,Control,2nn,japantsunami,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.36858898401260376,20
3609,11,83438.0,hashtag,33,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3610,12,48149.0,hashtag,33,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3611,13,15331.0,hashtag,33,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3612,15,20083.0,hashtag,33,nuclearaccident,8.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3613,17,66267.0,hashtag,33,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3614,0,81725.0,hashtag,34,powersaver,8.0,Control,2nn,powersaver,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.179840549826622,20
3615,1,45846.0,hashtag,34,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3616,2,41895.0,hashtag,34,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3617,3,65116.0,hashtag,34,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3618,4,24296.0,hashtag,34,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3619,5,83368.0,hashtag,34,tsumanievent,6.0,Control,2nn,tsumanievent,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.20360210537910461,20
3620,7,61525.0,hashtag,34,nucleardisaster,10.0,Control,2nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,20
3621,8,68186.0,hashtag,34,tsunami,2.0,Control,2nn,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,20
3622,9,12767.0,hashtag,34,nuclearaccident,3.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3623,10,37106.0,hashtag,34,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3624,11,83438.0,hashtag,34,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3625,12,48149.0,hashtag,34,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3626,13,15331.0,hashtag,34,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3627,15,20083.0,hashtag,34,nuclearaccident,5.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3628,17,66267.0,hashtag,34,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3629,0,81725.0,hashtag,35,naturaldisaster,4.0,Control,2nn,naturaldisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.14607758820056915,20
3630,1,45846.0,hashtag,35,nuclearaccident,5.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3631,2,41895.0,hashtag,35,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3632,3,65116.0,hashtag,35,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3633,4,24296.0,hashtag,35,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3634,5,83368.0,hashtag,35,nuclearevents,3.0,Control,2nn,nuclearevents,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.35077476501464844,20
3635,7,61525.0,hashtag,35,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3636,8,68186.0,hashtag,35,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3637,9,12767.0,hashtag,35,nuclearaccident,9.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3638,10,37106.0,hashtag,35,nucleardisaster,7.0,Control,2nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,20
3639,11,83438.0,hashtag,35,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3640,12,48149.0,hashtag,35,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3641,13,15331.0,hashtag,35,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3642,15,20083.0,hashtag,35,earthquake,4.0,Control,2nn,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
3643,17,66267.0,hashtag,35,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3644,0,81725.0,hashtag,36,earthquakekills,3.0,Control,2nn,earthquakekills,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.4360756278038025,20
3645,1,45846.0,hashtag,36,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3646,2,41895.0,hashtag,36,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3647,3,65116.0,hashtag,36,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3648,4,24296.0,hashtag,36,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3649,5,83368.0,hashtag,36,disastercleanup,6.0,Control,2nn,disastercleanup,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.41325777769088745,20
3650,7,61525.0,hashtag,36,nucleardisaster,4.0,Control,2nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
3651,8,68186.0,hashtag,36,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3652,9,12767.0,hashtag,36,nuclearaccident,1.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3448140621185303,20
3653,10,37106.0,hashtag,36,nucleardisaster,2.0,Control,2nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
3654,11,83438.0,hashtag,36,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3655,12,48149.0,hashtag,36,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3656,13,15331.0,hashtag,36,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3657,15,20083.0,hashtag,36,naturaldiaster,5.0,Control,2nn,naturaldiaster,Resulting energy shortage,5,0.1167500764131546,20
3658,17,66267.0,hashtag,36,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3659,0,81725.0,hashtag,37,ihateithere,6.0,Control,2nn,ihateithere,Resulting energy shortage,5,0.14138522744178772,20
3660,1,45846.0,hashtag,37,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3661,2,41895.0,hashtag,37,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3662,3,65116.0,hashtag,37,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3663,4,24296.0,hashtag,37,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3664,5,83368.0,hashtag,37,globalevent,1.0,Control,2nn,globalevent,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.1654377579689026,20
3665,7,61525.0,hashtag,37,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3666,8,68186.0,hashtag,37,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3667,9,12767.0,hashtag,37,nuclearaccident,5.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3448140621185303,20
3668,10,37106.0,hashtag,37,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3669,11,83438.0,hashtag,37,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3670,12,48149.0,hashtag,37,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3671,13,15331.0,hashtag,37,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3672,15,20083.0,hashtag,37,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3673,17,66267.0,hashtag,37,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3674,0,81725.0,hashtag,38,pleasecooperate,6.0,Control,2nn,pleasecooperate,Resulting energy shortage,5,0.12881992757320404,20
3675,1,45846.0,hashtag,38,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3676,2,41895.0,hashtag,38,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
